width	sample4p	sample4m	sample5p	sample5m	sample6p	sample6m	sample7p	sample7m	sample8p	sample8m	sample9p	sample9m	sample10p	sample10m	sample11p	sample11m	sample12p	sample12m	sample13p	sample13m	sample14p	sample14m	sample15p	sample15m
WBGene00001935	876	7868	7934	8223	9275	9391	4653	8638	7802	8916	8555	10697	9552	11037	9377	11414	10826	11147	16020	9992	10813	12697	8891	11918	9003
WBGene00001934	444	10432	9552	9803	10358	10312	5610	10243	9960	11327	9807	12049	10697	12701	11030	13630	13205	14090	19589	11951	13343	14522	11286	14989	11177
WBGene00010122	1014	44	36	48	35	36	24	58	49	57	64	56	44	73	67	86	59	56	90	50	59	41	45	53	61
WBGene00010129	1047	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00168199	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
WBGene00168659	21	7	6	3	3	4	0	13	6	5	5	7	3	7	2	3	9	16	6	6	12	13	7	11	11
WBGene00196776	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00018905	801	21	17	18	15	16	13	16	21	15	15	19	16	13	26	27	28	26	41	27	28	30	50	26	34
WBGene00010123	1078	118	94	89	85	99	41	101	90	112	65	86	46	93	84	95	59	53	81	61	76	65	75	48	59
WBGene00018906	1854	56	51	34	32	30	34	22	33	52	28	43	48	43	46	46	61	41	79	67	69	75	86	74	73
WBGene00010124	1083	333	287	283	304	374	180	420	283	329	300	371	289	444	339	399	365	455	634	348	422	570	421	646	390
WBGene00018907	1879	65	48	69	66	72	61	65	130	71	114	84	140	91	194	107	164	80	181	161	213	164	311	207	324
WBGene00010125	1226	77	50	52	65	80	42	91	65	72	54	59	48	80	51	74	63	39	83	77	110	51	122	30	124
WBGene00006967	105	14	9	11	11	10	10	17	32	21	17	14	23	25	27	34	31	33	27	11	19	39	17	33	24
WBGene00010126	1023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00010127	1129	2	3	6	2	2	2	3	2	5	5	4	7	8	5	5	4	2	1	6	7	7	2	2	6
WBGene00197308	141	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00010128	1143	283	272	317	340	425	213	463	442	576	417	559	448	594	499	549	502	545	595	385	395	348	300	316	265
WBGene00198357	101	0	4	0	0	0	0	1	1	3	0	3	1	1	0	0	1	1	1	0	0	0	0	1	0
WBGene00001933	743	12678	12830	13043	14484	14533	7199	13885	12730	14548	13787	16396	15080	17539	14834	18278	17461	18094	26020	16283	16860	19740	14863	19647	14736
WBGene00201427	225	2	0	1	1	1	0	1	1	0	0	1	2	3	1	3	1	0	3	2	4	2	2	4	3
WBGene00001936	639	12225	12352	12026	13479	13613	6567	13097	11628	13321	12732	15360	13654	15547	13351	16357	16224	16045	23307	14799	15787	17839	13327	18112	13942
WBGene00018900	6343	9661	9181	9943	10460	10404	5791	11230	10135	12768	10930	12930	11193	13482	12245	13390	12572	12513	16145	10134	9796	10560	9202	10250	8011
WBGene00018901	1063	179	168	201	184	193	116	193	211	243	186	209	177	209	197	206	229	250	283	164	185	199	165	212	181
WBGene00018902	1273	195	194	241	226	230	121	230	227	275	238	262	245	262	291	340	344	330	480	303	288	362	339	359	272
WBGene00018903	1203	92	65	95	61	161	26	190	72	293	36	405	88	480	68	448	47	348	286	20	24	129	41	96	39
WBGene00004044	2183	597	558	667	619	668	383	698	673	703	684	708	697	830	843	916	856	872	1194	789	842	796	798	883	880
WBGene00018904	1051	1076	906	1088	1035	1091	615	1106	1030	1194	1061	1122	1011	1220	1166	1145	1275	1185	1462	1045	1132	993	989	885	915
WBGene00010119	1188	27	29	18	19	22	12	25	20	14	11	24	25	27	17	22	23	14	21	11	10	3	11	8	10
WBGene00010120	1152	19	9	11	3	5	2	1	0	0	0	0	4	0	1	0	0	1	1	0	2	1	0	0	2
WBGene00010121	699	0	1	1	0	1	0	2	3	3	0	0	2	1	0	4	0	3	0	0	0	1	2	1	0
WBGene00045493	573	1	1	3	2	0	0	1	2	4	5	4	18	13	20	17	30	7	16	13	13	11	9	9	10
WBGene00195215	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
WBGene00200718	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00014400	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00014401	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00004901	2372	2	2	1	2	5	3	1	1	3	7	6	6	4	1	3	2	0	1	2	3	1	3	2	1
WBGene00010133	503	293	202	345	196	676	158	1086	471	827	401	954	612	555	389	548	418	335	490	352	370	372	352	514	312
WBGene00010134	8970	4869	4670	5034	5399	5480	2919	5398	4814	5813	5211	5914	5191	6150	5652	6510	5707	5889	7506	4623	4350	4623	3737	4088	2922
WBGene00010135	733	415	301	410	369	610	239	901	638	1299	903	1916	1943	2460	3461	3321	8666	5925	15287	15477	25840	20382	24319	30154	20962
WBGene00010136	988	4	4	4	8	4	9	6	7	5	5	10	15	10	11	14	24	12	25	23	22	22	15	17	16
WBGene00010137	1396	249	190	271	213	263	130	327	250	319	205	242	199	166	168	135	145	102	126	104	104	122	101	100	124
WBGene00004933	1051	658	635	732	675	904	385	1100	618	1171	457	1275	593	1211	674	1134	857	1033	1461	1097	1144	1067	954	1138	735
WBGene00010130	1176	10480	10012	10137	10744	10270	5815	10419	9741	10757	9737	11255	10263	11715	11538	12056	12462	11625	16294	11663	13070	12250	12196	13050	11165
WBGene00010131	970	755	740	710	774	758	459	702	683	769	687	756	664	765	734	809	710	740	942	676	688	728	659	760	543
WBGene00000550	4414	45388	43049	45075	46562	46609	24856	45054	41321	46435	43445	43576	42623	42618	45789	40820	45898	36148	42894	37640	36307	27930	34825	24178	30995
WBGene00010132	1373	584	610	564	597	568	329	618	579	600	569	509	560	642	572	614	614	567	730	587	594	526	648	507	559
WBGene00001579	4222	2680	2492	2611	2538	2661	1388	2661	2289	2914	2493	3036	2584	3124	2520	3010	2647	3062	3678	2354	2300	2942	2119	2627	1945
WBGene00197815	122	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0
WBGene00198589	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
WBGene00200779	173	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0
WBGene00201760	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00001165	1277	311	274	306	275	314	161	314	293	329	276	392	289	410	344	434	326	434	679	321	315	523	273	569	286
WBGene00018924	1521	76	71	52	57	56	23	54	58	62	53	60	60	55	53	55	63	44	65	55	59	60	63	50	73
WBGene00018925	1133	1832	1543	1705	1878	2077	1021	1999	1830	2183	1921	2485	2116	2632	2212	2615	2549	2479	3132	2083	1972	1986	1629	1739	1377
WBGene00018926	1401	2	0	0	0	1	1	0	0	0	0	1	1	1	3	1	0	1	0	0	1	1	0	1	0
WBGene00018927	381	19	12	15	11	18	10	12	13	18	12	22	15	11	19	18	15	22	23	16	14	15	10	16	15
WBGene00195964	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00197598	138	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
WBGene00006775	1096	44	23	46	33	36	7	26	26	34	14	21	17	21	25	25	16	20	38	11	18	29	24	30	21
WBGene00010143	1282	70	87	84	98	88	46	78	87	101	73	96	72	85	80	102	99	102	128	69	131	92	106	79	88
WBGene00003039	23	9	14	16	4	8	3	7	2	5	1	3	5	5	0	3	2	4	1	1	1	3	0	1	0
WBGene00003335	21	46	13	26	14	15	5	15	4	13	15	9	8	16	12	10	8	5	7	9	6	8	7	6	9
WBGene00044961	108	9	16	10	10	12	4	7	7	10	9	3	7	5	3	10	3	4	7	3	3	7	4	7	3
WBGene00045137	76	5	11	3	3	15	10	9	9	12	5	7	9	9	17	14	11	14	14	9	2	16	10	9	12
WBGene00165391	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00199639	146	4	1	1	1	0	1	1	3	1	1	0	0	0	1	0	1	1	1	3	3	1	0	0	0
WBGene00200667	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00018908	2476	431	444	488	502	461	269	523	510	507	512	544	496	549	446	563	498	486	609	434	410	404	388	420	325
WBGene00018909	1431	479	448	468	496	485	254	501	476	502	464	476	403	598	549	488	535	541	773	434	488	476	491	529	435
WBGene00003792	4899	9461	8698	9328	9712	10009	4881	9702	8306	10245	8924	10179	8977	10339	9486	10274	9637	9726	12603	8616	8696	8804	8347	8403	7798
WBGene00004955	3807	9212	8392	9399	10147	10206	5543	11069	9909	12033	10316	12026	10603	13040	11896	13688	13185	13149	17675	11553	12011	11955	11099	11592	10523
WBGene00000272	501	164	125	142	96	106	52	80	74	77	34	59	17	60	16	43	16	47	75	28	27	51	40	64	31
WBGene00003521	882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00018918	1359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00018919	2241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00018920	1419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00195293	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00018910	891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00018911	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00018912	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00018913	1257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00018914	2391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00018915	1023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00018917	1389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00018921	2862	2442	2374	2493	2580	2689	1316	2489	2218	2640	2293	2567	2355	2863	2374	3013	2739	2988	4163	2493	2673	3125	2664	3096	2618
WBGene00002040	5704	1757	1665	1737	1861	1885	1080	1961	1899	2295	2546	2728	3037	2979	3246	3609	3544	3517	4564	2902	2739	3201	2685	2857	2502
WBGene00018923	1510	267	270	258	282	248	152	251	242	274	250	321	304	295	322	367	334	289	382	258	335	302	247	311	257
WBGene00044427	723	0	0	3	2	0	0	2	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	2	0
WBGene00200417	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00201449	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
WBGene00010138	2523	81	101	87	96	82	60	69	74	90	87	76	91	108	76	105	126	94	123	97	116	93	77	83	63
WBGene00010139	2036	3092	3101	2769	2931	2639	1438	2367	2200	2430	2332	2363	2282	2423	2180	2556	2109	2356	2654	1754	1871	1958	1782	1837	1690
WBGene00010140	977	300	286	315	283	318	171	335	374	368	338	382	343	434	417	465	389	437	616	346	398	404	398	453	447
WBGene00010141	1647	482	455	452	494	471	252	411	454	580	463	534	463	595	525	664	630	646	812	533	585	686	642	676	531
WBGene00000774	1107	1382	1413	1516	1560	1541	761	1487	1329	1588	1353	1585	1484	1740	1552	1745	1718	1651	2353	1448	1592	1667	1465	1560	1397
WBGene00006798	1595	3003	2642	2458	2418	2344	1188	2275	2155	2389	2190	2347	2282	2571	2359	2624	2864	2768	3843	2804	3135	2846	2923	2865	2557
WBGene00010142	765	31	19	29	31	26	11	22	20	23	17	28	34	12	16	19	15	18	23	11	14	22	12	19	12
WBGene00185001	809	419	390	409	391	382	200	375	332	396	313	372	284	398	324	415	328	361	461	242	252	303	267	305	334
WBGene00000677	1171	592	564	436	428	411	159	410	184	654	201	1002	223	893	345	1148	784	1545	3444	2089	5124	5361	7075	9978	11712
WBGene00001788	706	113	106	97	89	129	53	132	131	139	123	139	155	152	127	129	146	138	166	106	135	132	104	123	100
WBGene00018934	775	2196	2230	2482	2467	2339	1227	2436	2346	2525	2372	2763	2676	2624	2480	2703	2765	2522	3435	2729	2852	2446	2267	2190	2220
WBGene00018935	593	510	497	442	420	433	237	406	400	443	401	448	447	463	422	427	404	401	515	465	419	360	398	343	336
WBGene00197041	64	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
WBGene00199691	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00200616	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
WBGene00018928	1786	1869	1540	1478	1402	1303	553	1024	816	990	819	1120	1211	1278	1320	1387	1364	1550	1960	1028	773	1337	538	1228	371
WBGene00018929	678	1	3	4	2	4	1	1	2	6	1	7	3	1	4	5	2	3	6	7	5	9	2	0	5
WBGene00004824	2078	1342	1305	1477	1433	1452	719	1420	1407	1591	1372	1512	1371	1533	1533	1612	1595	1478	1893	1317	1400	1405	1324	1335	1315
WBGene00001154	1173	2448	2205	2359	2529	2561	1253	2491	2371	2531	2340	2404	2296	2569	2396	2516	2650	2347	3372	2243	2561	2304	1893	2141	1952
WBGene00018930	715	2	5	1	7	3	3	1	1	1	2	5	5	0	0	2	1	0	0	2	0	0	0	0	2
WBGene00018931	1640	276	248	257	282	251	133	278	212	307	191	391	178	363	133	351	171	288	289	115	113	218	76	195	61
WBGene00018932	1085	1882	1671	1751	1933	1933	1030	1800	1780	1842	1701	1914	1774	1959	1861	1932	1997	1801	2406	1755	1744	1625	1693	1465	1539
WBGene00018933	510	2	3	0	2	5	0	3	2	1	2	2	4	1	0	0	2	1	7	0	2	1	5	2	0
WBGene00004350	3452	740	753	769	842	873	467	937	862	1037	984	1216	1225	1336	1447	1439	1595	1404	1826	1648	1707	1285	1359	1204	1122
WBGene00006863	1611	3876	4180	4067	4343	4019	2343	3763	3799	3953	4257	4170	4783	4036	5036	4457	5590	4129	5407	5265	5564	4202	5330	4108	5047
WBGene00006864	1417	202	144	168	190	149	100	152	147	157	151	167	179	169	163	156	202	171	257	158	245	204	203	227	208
WBGene00018937	501	3	4	2	16	11	14	29	61	92	157	274	318	351	578	562	768	702	1120	829	782	778	584	741	417
WBGene00199515	145	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00000253	5180	2345	2610	2297	2919	2571	1646	2631	3140	2907	3592	2928	3844	2912	4304	2956	4244	3025	4243	3492	3279	3117	2764	2879	2194
WBGene00004225	2698	6039	5630	5947	6526	6355	3580	5472	5636	5044	5574	4810	4580	4204	3399	3561	2510	2678	2746	1446	1012	1695	910	1346	801
WBGene00018955	546	385	365	412	360	424	220	428	381	410	336	379	339	387	331	335	383	321	407	353	417	280	391	231	394
WBGene00018956	713	344	270	315	340	360	180	326	276	352	265	330	310	316	328	378	339	299	416	315	326	288	342	315	315
WBGene00018957	1103	338	342	321	390	341	171	295	247	327	186	395	264	382	237	351	262	368	411	280	238	279	204	259	243
WBGene00018958	1716	1469	1978	1409	2717	1661	1655	1858	3140	2181	2847	2359	2486	2513	1901	2487	1520	2216	2488	1134	1101	1629	831	1555	781
WBGene00201018	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00018938	861	0	0	0	0	0	1	0	2	0	0	1	0	0	1	0	0	1	1	2	0	1	0	0	0
WBGene00044558	291	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
WBGene00195541	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00201958	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00018939	1467	193	159	160	167	167	83	165	113	129	73	90	50	55	48	50	59	33	33	99	126	41	158	24	144
WBGene00018940	501	6	1	1	0	0	1	3	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0
WBGene00018941	1163	16	8	13	7	12	3	10	5	4	8	11	5	8	6	6	1	4	5	5	4	3	0	1	1
WBGene00018942	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00018943	1200	0	0	1	1	0	0	1	1	0	0	1	0	1	2	1	3	1	0	0	1	0	0	0	0
WBGene00018944	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00018945	210	2	5	4	2	3	1	4	5	6	7	5	1	9	9	9	4	9	2	4	3	2	2	2	1
WBGene00018946	749	30	34	37	74	95	61	288	177	493	263	680	345	800	276	751	229	674	643	131	91	381	64	385	39
WBGene00023070	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00010144	1027	71	59	72	45	66	30	74	53	50	33	54	52	51	31	46	45	27	46	35	41	19	43	49	41
WBGene00010145	552	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	2	2	1
WBGene00010146	1067	162	158	173	170	163	83	167	141	144	134	175	142	181	188	165	195	137	250	189	209	183	189	139	168
WBGene00044977	821	36	42	50	45	49	21	66	38	46	53	81	67	97	91	108	121	122	155	129	110	104	90	122	75
WBGene00165324	21	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
WBGene00175013	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00018953	4367	3782	3708	3946	4328	4388	2471	5016	4163	5589	4606	6185	4805	6077	5318	6270	5970	5838	7668	5422	5450	5924	5139	6483	4286
WBGene00001748	1619	8513	7720	8297	8429	8577	4519	8638	8036	8648	7940	8781	8380	9588	8798	9987	10140	9493	13603	9198	9749	9851	9227	10229	8652
WBGene00018954	925	134	159	159	148	138	80	138	157	169	134	187	139	184	184	224	216	145	341	171	184	213	195	222	152
WBGene00023071	111	66	49	55	40	59	18	44	66	79	64	62	53	68	66	76	67	58	100	59	74	73	60	58	65
WBGene00018948	1624	189	180	186	204	221	120	198	188	243	171	237	222	286	234	283	271	232	391	221	250	290	258	313	241
WBGene00018949	441	2	4	1	1	6	2	3	3	2	2	6	0	3	1	3	0	3	1	3	2	4	3	6	1
WBGene00018950	1778	544	513	517	597	597	302	522	539	634	541	675	576	713	654	758	673	720	974	606	644	647	601	690	643
WBGene00018951	1056	4632	4220	4393	4558	4261	2504	4494	4441	4559	4165	4703	4869	4857	5105	4933	5418	4529	6344	5067	5617	4691	4730	4480	4369
WBGene00018952	1190	223	248	286	301	313	215	428	349	461	361	504	443	522	687	674	700	552	727	615	424	456	351	449	220
WBGene00018959	1602	766	654	762	761	743	441	739	689	811	669	777	683	875	792	836	811	834	1096	708	811	764	754	652	791
WBGene00197976	193	9	12	10	12	4	6	7	11	22	8	15	6	12	9	10	11	13	8	6	7	8	9	10	4
WBGene00198740	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00200072	132	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
WBGene00201245	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0
WBGene00201280	148	2	4	10	6	1	1	3	4	3	0	3	6	6	1	6	9	8	2	2	2	0	4	5	5
WBGene00202061	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00018960	3065	4708	4268	4571	4814	4914	2448	4693	4100	4764	4353	4451	4310	4442	4537	4530	4642	4200	5345	4160	4264	3704	4131	3543	3927
WBGene00197171	124	0	0	3	2	2	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	1
WBGene00198185	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
WBGene00000112	2017	5079	4847	5094	5543	5552	2722	5243	4528	5463	5073	5474	5359	5661	5302	5743	5973	5758	8061	5750	6420	5817	6488	5860	7028
WBGene00002176	3106	770	817	785	833	785	440	771	683	804	763	874	786	878	757	778	860	759	989	712	748	766	633	783	656
WBGene00006924	1776	21488	25427	23379	24478	22950	12229	20697	17383	20346	20157	23070	22319	21235	21482	21241	21666	19134	24902	22273	22315	19665	19526	19769	17656
WBGene00018974	3198	2347	2122	2308	2215	2429	1145	2176	1998	2234	1984	2208	2156	2340	2234	2300	2450	2186	3037	2232	2425	2244	2317	2277	2406
WBGene00172169	21	2	2	0	0	0	0	0	0	1	0	1	2	0	1	1	1	1	0	0	1	0	0	0	1
WBGene00195498	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00196481	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00018961	1156	2436	2149	2321	2476	2491	1264	2418	2101	2410	2272	2313	2266	2332	2417	2384	2450	2207	2944	2269	2317	2078	2223	1988	2153
WBGene00000548	4868	7121	6571	6583	6242	6846	3539	6774	5399	7309	5681	8028	5556	8066	5332	7740	5323	6431	7489	4706	4574	4807	4853	4432	4498
WBGene00000969	1328	3922	3245	2806	2475	2077	893	1577	1068	1371	747	1310	609	1334	535	1107	732	970	1378	1140	1866	1270	2406	1906	2505
WBGene00023407	619	45	43	24	28	49	22	61	41	45	61	72	69	79	56	71	64	83	69	53	69	82	49	70	49
WBGene00000935	1998	803	764	813	826	845	443	850	735	985	916	979	936	1111	1092	1261	1121	1085	1533	1001	1002	1153	1116	1263	942
WBGene00196913	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00197210	144	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00018963	1704	30085	28441	30171	32455	34794	15959	30904	27649	32092	30198	33223	30665	34235	31597	33647	34935	33275	45791	32477	33481	33671	31376	33748	30431
WBGene00018964	1390	459	410	440	487	442	280	451	451	535	442	509	491	561	468	519	558	555	704	449	476	436	467	454	396
WBGene00018965	1503	7476	6493	5846	5767	4337	2306	2622	2410	1951	1545	1087	813	810	598	600	437	401	353	252	167	179	129	132	81
WBGene00006731	699	27	27	30	24	42	14	25	15	30	21	28	24	25	17	24	25	27	44	22	23	20	31	29	18
WBGene00018966	1643	140	132	151	162	221	78	299	196	392	194	494	334	728	567	1032	943	1306	2025	1154	1489	1410	1339	1101	985
WBGene00018967	2490	6568	6244	6562	6581	7044	3488	6560	5571	6432	5768	6213	5818	6179	5964	6147	6243	5805	7639	5543	5591	5398	5600	5005	5514
WBGene00000420	2063	786	829	728	853	829	433	843	766	1106	696	1163	741	1227	815	1210	1017	1136	1599	1054	1250	1249	1177	1285	1165
WBGene00018968	652	1	2	4	3	2	5	3	1	4	1	5	3	0	0	2	7	3	3	1	3	4	1	4	2
WBGene00198441	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
WBGene00018969	1668	1821	4037	2493	4433	2671	2574	2207	2855	1655	2601	1470	1851	956	1120	628	610	392	437	410	325	326	318	354	247
WBGene00000695	1451	6	6	1	4	7	5	7	6	4	7	2	2	3	4	6	3	2	2	5	6	3	1	4	3
WBGene00010153	852	0	6	1	6	5	2	6	7	2	4	3	3	3	2	1	4	2	15	9	3	2	4	6	0
WBGene00168589	21	1	3	0	5	3	1	4	4	3	1	4	6	4	8	7	6	8	10	7	8	6	4	3	5
WBGene00010147	1362	7	3	2	5	0	7	6	9	3	5	4	8	10	9	18	20	31	70	29	24	35	30	54	38
WBGene00010148	1350	159	100	193	108	212	79	222	117	357	110	362	120	373	143	357	127	330	451	175	265	369	347	407	354
WBGene00010149	889	1	1	2	0	0	0	1	0	2	0	0	2	3	1	0	2	0	2	1	0	0	1	0	1
WBGene00010150	1863	2641	2306	2486	2508	2643	1411	2810	2782	3174	3086	3534	3226	3944	4037	4964	5149	5829	8663	5220	6106	6537	5690	6544	4870
WBGene00010152	3399	0	2	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	1	1	0	0	1
WBGene00018970	1369	0	0	0	0	2	0	0	1	0	3	0	2	0	0	0	1	0	4	1	1	0	0	2	0
WBGene00044472	289	14	7	6	5	10	2	30	10	29	2	27	8	33	3	4	5	17	13	2	1	17	0	14	3
WBGene00044473	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00044474	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00044475	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00044476	341	0	0	1	1	0	0	0	1	3	0	0	1	0	4	0	1	0	0	2	3	0	2	1	0
WBGene00044642	1188	2	2	3	1	1	3	2	4	4	1	2	2	3	3	3	4	1	1	3	2	0	1	2	0
WBGene00018971	2060	664	581	649	672	640	305	544	516	553	505	572	589	653	943	1025	1528	1626	2992	1962	2408	2563	2423	2604	2190
WBGene00018972	1005	6	9	4	10	7	6	5	9	1	10	3	8	5	6	2	4	4	1	5	4	4	7	4	4
WBGene00018973	981	1	1	1	4	1	0	0	10	0	7	0	5	0	13	2	10	2	2	18	14	5	19	2	14
WBGene00006488	801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00023478	984	0	2	0	2	3	3	0	1	0	1	2	1	2	2	3	1	2	1	1	1	0	2	1	1
WBGene00044292	214	6	5	3	2	3	0	4	16	9	2	11	3	19	5	6	6	4	17	8	2	13	4	4	4
WBGene00044471	276	1	0	1	1	3	0	3	0	4	4	4	5	2	0	4	6	5	18	5	1	23	2	28	0
WBGene00018975	1077	691	695	658	660	732	366	733	607	777	691	725	628	761	623	741	644	676	800	576	628	605	611	606	558
WBGene00018976	3261	967	879	1207	1216	1543	796	1463	1336	1581	1517	1521	1647	1443	1489	1191	1388	923	942	1033	767	755	558	540	393
WBGene00004496	371	28569	31504	34168	37663	35299	16945	31996	27592	27276	30199	35991	31691	29664	26534	31059	31722	24602	39009	32456	33192	27836	26190	27366	24854
WBGene00169451	21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00199654	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00200227	77	1	0	0	0	2	1	1	1	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0
WBGene00197471	201	6	10	2	6	4	1	3	10	6	4	6	6	3	3	8	6	4	7	3	2	6	1	3	4
WBGene00197759	175	0	0	1	0	2	0	1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1
